number	mktype	m425	eff_wavelength_m425	m475	eff_wavelength_m475	m525	eff_wavelength_m525	m575	eff_wavelength_m575	m625	eff_wavelength_m625	m675	eff_wavelength_m675	m725	eff_wavelength_m725	m775	eff_wavelength_m775	m825	eff_wavelength_m825	m875	eff_wavelength_m875	m925	eff_wavelength_m925	m975	eff_wavelength_m975	m1025	eff_wavelength_m1025	B	eff_wavelength_B	V	eff_wavelength_V	g	eff_wavelength_g	r	eff_wavelength_r	i	eff_wavelength_i	n6780	eff_wavelength_n6780	n6830	eff_wavelength_n6830
39		-27.895299727678005	4257.7433205540165	-28.288685548249624	4755.646409923665	-28.49287434200535	5255.022260503111	-28.740454338235555	5748.635732582142	-28.897703167489745	6249.486110949354	-29.012251817116315	6759.434908824179	-29.108868737892326	7259.556406302323	-29.18753886643333	7752.821747940547	-29.284751417262946	8251.095420142767	-29.32635949741477	8762.201215194538	-29.438895593142238	9266.405410354084	-29.474662036289313	9758.19622894132	-29.508797043914477	10263.121445458055	-27.989563283643232	4442.247987847948	-28.617882241769173	5536.148092775338	-28.1961715740742	4726.112380694397	-28.86653974557852	6197.686507530391	-29.154327266297287	7523.852129426542	-29.042644353867864	6783.502010948252	-29.051481048959943	6832.973429309854
40		-27.88889782314348	4257.7433205540165	-28.295896240224295	4755.646409923665	-28.494233080336144	5255.022260503111	-28.741918150868074	5748.635732582142	-28.879529842142794	6249.486110949354	-29.041164568046195	6759.434908824179	-29.118842924411684	7259.556406302323	-29.203411639790325	7752.821747940547	-29.29371461944089	8251.095420142767	-29.354090519948443	8762.201215194538	-29.418877902511458	9266.405410354084	-29.485972745613857	9758.19622894132	-29.545917948729837	10263.121445458055	-27.98726891297378	4442.247987847948	-28.617270242596593	5536.148092775338	-28.196822492251545	4726.112380694397	-28.864178722028832	6197.686507530391	-29.16373916797138	7523.852129426542	-29.079729292249418	6783.502010948252	-29.0917247915661	6832.973429309854
41	F8V	-27.914228340399355	4257.7433205540165	-28.30422170949784	4755.646409923665	-28.489243168033465	5255.022260503111	-28.74621211132487	5748.635732582142	-28.91087593803297	6249.486110949354	-29.055304399705058	6759.434908824179	-29.164521586586574	7259.556406302323	-29.234763441261386	7752.821747940547	-29.305798164295638	8251.095420142767	-29.355411184744163	8762.201215194538	-29.396210875850795	9266.405410354084	-29.45349260280568	9758.19622894132	-29.493909934861932	10263.121445458055	-28.005676589960512	4442.247987847948	-28.6185884851985	5536.148092775338	-28.2076386222418	4726.112380694397	-28.885128253659747	6197.686507530391	-29.201052185134095	7523.852129426542	-29.06292435548403	6783.502010948252	-29.09584625055676	6832.973429309854
42	F8V	-27.881026954929908	4257.7433205540165	-28.27974416675294	4755.646409923665	-28.4903614450055	5255.022260503111	-28.742203822147673	5748.635732582142	-28.90660811021781	6249.486110949354	-29.0358746584168	6759.434908824179	-29.143779351464268	7259.556406302323	-29.222560201530335	7752.821747940547	-29.31803011119863	8251.095420142767	-29.34755938930231	8762.201215194538	-29.45364255911796	9266.405410354084	-29.467155198163717	9758.19622894132	-29.4376539070024	10263.121445458055	-27.978180940280694	4442.247987847948	-28.61814227832593	5536.148092775338	-28.18985932120937	4726.112380694397	-28.877812843887853	6197.686507530391	-29.18456842634248	7523.852129426542	-29.06900238803745	6783.502010948252	-29.086357386813006	6832.973429309854
43		-27.81983688595734	4257.7433205540165	-28.27570619637831	4755.646409923665	-28.485613034035453	5255.022260503111	-28.743416045974243	5748.635732582142	-28.923903058802217	6249.486110949354	-29.059493694687042	6759.434908824179	-29.155025757468877	7259.556406302323	-29.227305929442213	7752.821747940547	-29.333475830640808	8251.095420142767	-29.39329566415052	8762.201215194538	-29.45278821386401	9266.405410354084	-29.527867616034197	9758.19622894132	-29.582204524535904	10263.121445458055	-27.93925429055321	4442.247987847948	-28.61919327014443	5536.148092775338	-28.1655914900223	4726.112380694397	-28.89066199065511	6197.686507530391	-29.19324329574623	7523.852129426542	-29.096255722950346	6783.502010948252	-29.110325587779542	6832.973429309854
44	G5V	-27.807559986303644	4257.7433205540165	-28.26815275688862	4755.646409923665	-28.495465280044687	5255.022260503111	-28.731228402571528	5748.635732582142	-28.906502085436657	6249.486110949354	-29.07868698906824	6759.434908824179	-29.167816135981475	7259.556406302323	-29.25238592489619	7752.821747940547	-29.34765163066503	8251.095420142767	-29.437876753493587	8762.201215194538	-29.488678898497433	9266.405410354084	-29.542244612039642	9758.19622894132	-29.56368525174532	10263.121445458055	-27.928526310272645	4442.247987847948	-28.617951128340774	5536.148092775338	-28.16196202948557	4726.112380694397	-28.881244473136476	6197.686507530391	-29.212100187611526	7523.852129426542	-29.103853906832487	6783.502010948252	-29.125855539871253	6832.973429309854
45	G2V	-27.802236629177003	4257.7433205540165	-28.274414586905152	4755.646409923665	-28.491917898189634	5255.022260503111	-28.736314557628347	5748.635732582142	-28.912162209948164	6249.486110949354	-29.079808810320582	6759.434908824179	-29.172936414086408	7259.556406302323	-29.29136075815737	7752.821747940547	-29.367406905364525	8251.095420142767	-29.45555429574735	8762.201215194538	-29.503025191648774	9266.405410354084	-29.50921478596984	9758.19622894132	-29.550092868334623	10263.121445458055	-27.93204061420216	4442.247987847948	-28.618089661336814	5536.148092775338	-28.165137716126537	4726.112380694397	-28.888066105687574	6197.686507530391	-29.23264027296826	7523.852129426542	-29.087714930852083	6783.502010948252	-29.128139883002685	6832.973429309854
46	G2V	-27.80012261794974	4257.7433205540165	-28.272280953235782	4755.646409923665	-28.490037632261583	5255.022260503111	-28.740203986664923	5748.635732582142	-28.925591395429507	6249.486110949354	-29.07779710256993	6759.434908824179	-29.167969102368772	7259.556406302323	-29.245514533391088	7752.821747940547	-29.362863420814534	8251.095420142767	-29.39695496636474	8762.201215194538	-29.474114746835323	9266.405410354084	-29.54140423319609	9758.19622894132	-29.56624655222338	10263.121445458055	-27.92658019788121	4442.247987847948	-28.619500922259505	5536.148092775338	-28.160000365743002	4726.112380694397	-28.893410317028824	6197.686507530391	-29.213438091047394	7523.852129426542	-29.09993216869264	6783.502010948252	-29.110508936155387	6832.973429309854
47		-27.774090957203438	4257.7433205540165	-28.247166948518544	4755.646409923665	-28.468490580995685	5255.022260503111	-28.767788070488564	5748.635732582142	-28.948817109654964	6249.486110949354	-29.07552572172741	6759.434908824179	-29.188117692635636	7259.556406302323	-29.273737027086998	7752.821747940547	-29.377316761012633	8251.095420142767	-29.452894662542594	8762.201215194538	-29.57294934571957	9266.405410354084	-29.59247249348234	9758.19622894132	-29.627543306313974	10263.121445458055	-27.899836319472318	4442.247987847948	-28.620825038474162	5536.148092775338	-28.136490340374575	4726.112380694397	-28.918524603076555	6197.686507530391	-29.2313893908107	7523.852129426542	-29.084876129166627	6783.502010948252	-29.095549161179818	6832.973429309854
48	K0V	-27.744706832511504	4257.7433205540165	-28.2380432418446	4755.646409923665	-28.49281952275714	5255.022260503111	-28.729702267993037	5748.635732582142	-28.94319961116269	6249.486110949354	-29.127190925221957	6759.434908824179	-29.219137710460963	7259.556406302323	-29.331698316888946	7752.821747940547	-29.37947155207931	8251.095420142767	-29.453334856459527	8762.201215194538	-29.560239704911645	9266.405410354084	-29.600230531295466	9758.19622894132	-29.627271825916086	10263.121445458055	-27.888107629802633	4442.247987847948	-28.619013255453908	5536.148092775338	-28.13396295809413	4726.112380694397	-28.908823290390032	6197.686507530391	-29.274551606280713	7523.852129426542	-29.183951137962314	6783.502010948252	-29.153179661864797	6832.973429309854
49	G8V	-27.698743116988823	4257.7433205540165	-28.238045485980066	4755.646409923665	-28.458329804453108	5255.022260503111	-28.774988786415424	5748.635732582142	-28.9773893129657	6249.486110949354	-29.142327016703995	6759.434908824179	-29.28134974577223	7259.556406302323	-29.370618883421177	7752.821747940547	-29.482749250086652	8251.095420142767	-29.542307033400807	8762.201215194538	-29.57311283606554	9266.405410354084	-29.65762086397116	9758.19622894132	-29.730471021341497	10263.121445458055	-27.849893931015135	4442.247987847948	-28.622306072173455	5536.148092775338	-28.107147161641798	4726.112380694397	-28.94591987463892	6197.686507530391	-29.327920668265925	7523.852129426542	-29.151992803579642	6783.502010948252	-29.17858986136536	6832.973429309854
50		-27.636587314867683	4257.7433205540165	-28.22327356166976	4755.646409923665	-28.458615381450784	5255.022260503111	-28.773018696059594	5748.635732582142	-28.970038284797283	6249.486110949354	-29.131448896237615	6759.434908824179	-29.236067175792133	7259.556406302323	-29.316382239820236	7752.821747940547	-29.439302902486265	8251.095420142767	-29.51815397933171	8762.201215194538	-29.5573925764663	9266.405410354084	-29.656267991267754	9758.19622894132	-29.74619917638133	10263.121445458055	-27.812143387602546	4442.247987847948	-28.62184780565514	5536.148092775338	-28.08400716365963	4726.112380694397	-28.939201939879162	6197.686507530391	-29.280421873961583	7523.852129426542	-29.151377269659307	6783.502010948252	-29.166587271986938	6832.973429309854
51	G5V	-27.675342274607367	4257.7433205540165	-28.191383346426797	4755.646409923665	-28.46892405228235	5255.022260503111	-28.7684744232357	5748.635732582142	-28.952148604712665	6249.486110949354	-29.113519761468048	6759.434908824179	-29.235638521800304	7259.556406302323	-29.356105859806338	7752.821747940547	-29.479923924556427	8251.095420142767	-29.530578457810115	8762.201215194538	-29.577413264382276	9266.405410354084	-29.669604569115755	9758.19622894132	-29.719347846732155	10263.121445458055	-27.82138547213192	4442.247987847948	-28.62114953921187	5536.148092775338	-28.085919823828227	4726.112380694397	-28.92801939664704	6197.686507530391	-29.296555071154202	7523.852129426542	-29.1321064636212	6783.502010948252	-29.14178711682665	6832.973429309854
52		-27.55515864689835	4257.7433205540165	-28.20455183270795	4755.646409923665	-28.44385592131229	5255.022260503111	-28.79505334122184	5748.635732582142	-28.97055508459882	6249.486110949354	-29.147448055913685	6759.434908824179	-29.266330642520877	7259.556406302323	-29.364887932584747	7752.821747940547	-29.507842844360038	8251.095420142767	-29.579072873578053	8762.201215194538	-29.620040743423075	9266.405410354084	-29.72268795115633	9758.19622894132	-29.814142903263704	10263.121445458055	-27.75804059045514	4442.247987847948	-28.62275684245168	5536.148092775338	-28.04948036091337	4726.112380694397	-28.95170059226176	6197.686507530391	-29.318642376874656	7523.852129426542	-29.163842710112746	6783.502010948252	-29.187292829361535	6832.973429309854
53	G8V	-27.52177116543283	4257.7433205540165	-28.176392564029015	4755.646409923665	-28.43246428913154	5255.022260503111	-28.795741209796027	5748.635732582142	-29.03350483099302	6249.486110949354	-29.23983078323864	6759.434908824179	-29.376337612640235	7259.556406302323	-29.509692972577433	7752.821747940547	-29.56708443355801	8251.095420142767	-29.666391276015524	8762.201215194538	-29.798373700420075	9266.405410354084	-29.842136102903115	9758.19622894132	-29.89527920952242	10263.121445458055	-27.735541766081404	4442.247987847948	-28.62487606975304	5536.148092775338	-28.028661455494472	4726.112380694397	-29.001611138789144	6197.686507530391	-29.43884564945145	7523.852129426542	-29.24820021955773	6783.502010948252	-29.246879866017554	6832.973429309854
54	G8V	-27.501417496533907	4257.7433205540165	-28.15260080951726	4755.646409923665	-28.453954772844	5255.022260503111	-28.771209787553108	5748.635732582142	-29.00265437185937	6249.486110949354	-29.217777035223182	6759.434908824179	-29.343466440666614	7259.556406302323	-29.460901996729344	7752.821747940547	-29.578869301959777	8251.095420142767	-29.71124150833952	8762.201215194538	-29.76010059826315	9266.405410354084	-29.827848925251818	9758.19622894132	-29.870405344536497	10263.121445458055	-27.708566430795727	4442.247987847948	-28.62285702041122	5536.148092775338	-28.01914680916712	4726.112380694397	-28.97210709584318	6197.686507530391	-29.401386044965374	7523.852129426542	-29.23191390040681	6783.502010948252	-29.268039114420056	6832.973429309854
55		-27.397125679340185	4257.7433205540165	-28.135745445819737	4755.646409923665	-28.395718131568486	5255.022260503111	-28.832994460624356	5748.635732582142	-29.07687072541876	6249.486110949354	-29.255529779272248	6759.434908824179	-29.393447198853515	7259.556406302323	-29.520431737600955	7752.821747940547	-29.642912166460324	8251.095420142767	-29.755704487902324	8762.201215194538	-29.882969029426437	9266.405410354084	-29.93821289692538	9758.19622894132	-29.997487064559515	10263.121445458055	-27.641613607109953	4442.247987847948	-28.628337037380938	5536.148092775338	-27.96322739211662	4726.112380694397	-29.040465030970285	6197.686507530391	-29.457041518095576	7523.852129426542	-29.26159657991719	6783.502010948252	-29.29010557440582	6832.973429309854
56	K3V	-27.386857858881754	4257.7433205540165	-28.13316084331209	4755.646409923665	-28.40639495854471	5255.022260503111	-28.818484410030983	5748.635732582142	-29.058593333357102	6249.486110949354	-29.271726427068458	6759.434908824179	-29.390675025586596	7259.556406302323	-29.533628636557335	7752.821747940547	-29.64665774763063	8251.095420142767	-29.748094919746215	8762.201215194538	-29.817689439895368	9266.405410354084	-29.889305801898345	9758.19622894132	-29.955558310591176	10263.121445458055	-27.634150226804497	4442.247987847948	-28.627307284447937	5536.148092775338	-27.961701047991994	4726.112380694397	-29.027424956218894	6197.686507530391	-29.4615972968894	7523.852129426542	-29.305993029064986	6783.502010948252	-29.32519284261526	6832.973429309854
57	K4V	-27.285767057734	4257.7433205540165	-28.105946104436423	4755.646409923665	-28.354764956553545	5255.022260503111	-28.86363240249931	5748.635732582142	-29.143310008872163	6249.486110949354	-29.36455749929212	6759.434908824179	-29.525690432285593	7259.556406302323	-29.675819905480672	7752.821747940547	-29.804105686863377	8251.095420142767	-29.903134293631894	8762.201215194538	-30.062254032437714	9266.405410354084	-30.10119925115169	9758.19622894132	-30.123697497886482	10263.121445458055	-27.566696312079117	4442.247987847948	-28.63343078917524	5536.148092775338	-27.90368801203458	4726.112380694397	-29.101579369564135	6197.686507530391	-29.60250018036902	7523.852129426542	-29.39002784329955	6783.502010948252	-29.4071909502223	6832.973429309854
58		-27.125186171118578	4257.7433205540165	-28.038594403295175	4755.646409923665	-28.33217016352833	5255.022260503111	-28.887908478733955	5748.635732582142	-29.158747618437005	6249.486110949354	-29.409497843829712	6759.434908824179	-29.603096281621454	7259.556406302323	-29.77881947503416	7752.821747940547	-29.937730754902574	8251.095420142767	-30.057716446979438	8762.201215194538	-30.13586051560936	9266.405410354084	-30.267798940719423	9758.19622894132	-30.395054226526348	10263.121445458055	-27.461993657354835	4442.247987847948	-28.63440006280549	5536.148092775338	-27.82753616557359	4726.112380694397	-29.132682141852975	6197.686507530391	-29.689772635908916	7523.852129426542	-29.418591856458292	6783.502010948252	-29.421278201285517	6832.973429309854
59	K8V	-27.150159855258096	4257.7433205540165	-28.067129720310398	4755.646409923665	-28.314195007961096	5255.022260503111	-28.89381985451909	5748.635732582142	-29.190558418567587	6249.486110949354	-29.431136114543758	6759.434908824179	-29.62326126103854	7259.556406302323	-29.743303445285548	7752.821747940547	-29.87336784177021	8251.095420142767	-29.997663290633586	8762.201215194538	-30.06737944717832	9266.405410354084	-30.165196488262037	9758.19622894132	-30.248755355819487	10263.121445458055	-27.479978914621178	4442.247987847948	-28.636159094672266	5536.148092775338	-27.837822356596014	4726.112380694397	-29.149071187824024	6197.686507530391	-29.681321685276977	7523.852129426542	-29.44899005572418	6783.502010948252	-29.458678063660045	6832.973429309854
60		-26.94721110621272	4257.7433205540165	-27.963867503683176	4755.646409923665	-28.268202841792633	5255.022260503111	-28.92464584201764	5748.635732582142	-29.254147749686318	6249.486110949354	-29.501518513367312	6759.434908824179	-29.728493821857434	7259.556406302323	-29.91709783101605	7752.821747940547	-30.081852314593903	8251.095420142767	-30.224449306893916	8762.201215194538	-30.39553940251906	9266.405410354084	-30.4683302336568	9758.19622894132	-30.543645937364126	10263.121445458055	-27.338521621805807	4442.247987847948	-28.639758358307496	5536.148092775338	-27.72851529836077	4726.112380694397	-29.21425846650472	6197.686507530391	-29.82152433180267	7523.852129426542	-29.498788140573154	6783.502010948252	-29.50595612640489	6832.973429309854
61	M0V	-26.882151278621222	4257.7433205540165	-27.892348711674924	4755.646409923665	-28.243363477523296	5255.022260503111	-28.937782608178296	5748.635732582142	-29.311625828145903	6249.486110949354	-29.591279232306658	6759.434908824179	-29.84513677629208	7259.556406302323	-30.127072880027875	7752.821747940547	-30.25333903649659	8251.095420142767	-30.39869235416576	8762.201215194538	-30.571201065650236	9266.405410354084	-30.636354288079943	9758.19622894132	-30.75211780153814	10263.121445458055	-27.274139492146787	4442.247987847948	-28.643156302309464	5536.148092775338	-27.67099050965068	4726.112380694397	-29.26831100644884	6197.686507530391	-29.981106374487275	7523.852129426542	-29.562238189515288	6783.502010948252	-29.58271266210058	6832.973429309854
62		-26.780787180346188	4257.7433205540165	-27.878871989616695	4755.646409923665	-28.24017132037859	5255.022260503111	-28.951443408744165	5748.635732582142	-29.282610032238964	6249.486110949354	-29.587323792697575	6759.434908824179	-29.864174391911163	7259.556406302323	-30.09120696013838	7752.821747940547	-30.278667783639026	8251.095420142767	-30.419405412049866	8762.201215194538	-30.52545991890589	9266.405410354084	-30.67334035495337	9758.19622894132	-30.79914480981355	10263.121445458055	-27.22557043638803	4442.247987847948	-28.642802823988035	5536.148092775338	-27.64174630123913	4726.112380694397	-29.259164382533164	6197.686507530391	-29.975396589549177	7523.852129426542	-29.552761824122726	6783.502010948252	-29.561204186679902	6832.973429309854
63	K7V	-26.7558528219083	4257.7433205540165	-27.835317540527342	4755.646409923665	-28.23748793579409	5255.022260503111	-28.94554447524491	5748.635732582142	-29.29244197107479	6249.486110949354	-29.590232296873552	6759.434908824179	-29.880673981211963	7259.556406302323	-30.14017030194281	7752.821747940547	-30.33309625519653	8251.095420142767	-30.443312957128114	8762.201215194538	-30.552551697823255	9266.405410354084	-30.677353070630538	9758.19622894132	-30.775097415117173	10263.121445458055	-27.195548353492423	4442.247987847948	-28.64330180302734	5536.148092775338	-27.616852409136627	4726.112380694397	-29.26218582856353	6197.686507530391	-30.00779074973988	7523.852129426542	-29.565559823060955	6783.502010948252	-29.545158396126823	6832.973429309854
64	K7V	-26.7467097784968	4257.7433205540165	-27.872117841340938	4755.646409923665	-28.25240793592069	5255.022260503111	-28.92352816403102	5748.635732582142	-29.29648255714122	6249.486110949354	-29.63339066682272	6759.434908824179	-29.909820402121813	7259.556406302323	-30.174420834256857	7752.821747940547	-30.35762433071457	8251.095420142767	-30.52054822343007	8762.201215194538	-30.65047835016845	9266.405410354084	-30.693233729911288	9758.19622894132	-30.79305815996717	10263.121445458055	-27.21231441969064	4442.247987847948	-28.642048302338065	5536.148092775338	-27.636966918068396	4726.112380694397	-29.269861682135293	6197.686507530391	-30.037219096869524	7523.852129426542	-29.603598860390164	6783.502010948252	-29.620675880358085	6832.973429309854
65	M0V	-26.752492267037518	4257.7433205540165	-27.851579649386938	4755.646409923665	-28.232388301223025	5255.022260503111	-28.938835373716447	5748.635732582142	-29.330642982541484	6249.486110949354	-29.64750099601845	6759.434908824179	-29.97858992436762	7259.556406302323	-30.224664127400004	7752.821747940547	-30.40509915090153	8251.095420142767	-30.52988681234723	8762.201215194538	-30.6686235933392	9266.405410354084	-30.751334622271138	9758.19622894132	-30.843673639312325	10263.121445458055	-27.202891827593877	4442.247987847948	-28.643989075633748	5536.148092775338	-27.621716538101428	4726.112380694397	-29.293523486501606	6197.686507530391	-30.098076400957297	7523.852129426542	-29.596301744722716	6783.502010948252	-29.608960551544968	6832.973429309854
66	M0V	-26.51767269121904	4257.7433205540165	-27.67944588051032	4755.646409923665	-28.240998615284436	5255.022260503111	-28.918629203202237	5748.635732582142	-29.3942703719446	6249.486110949354	-29.760121281892648	6759.434908824179	-30.26736892324	7259.556406302323	-30.63293391357174	7752.821747940547	-30.91474681333623	8251.095420142767	-31.07860063056155	8762.201215194538	-31.19574690839889	9266.405410354084	-31.373863975836436	9758.19622894132	-31.532798668538856	10263.121445458055	-27.03352508779089	4442.247987847948	-28.645377604657153	5536.148092775338	-27.50722883041337	4726.112380694397	-29.359668355996526	6197.686507530391	-30.455169699043076	7523.852129426542	-29.63773430992765	6783.502010948252	-29.615019266104078	6832.973429309854
67	M2V	-26.65011023504568	4257.7433205540165	-27.708637609259057	4755.646409923665	-28.26935775784287	5255.022260503111	-28.893021350124528	5748.635732582142	-29.379868579612925	6249.486110949354	-29.750622801096547	6759.434908824179	-30.273425312898546	7259.556406302323	-30.641709071066813	7752.821747940547	-30.924502684980414	8251.095420142767	-31.084007768382875	8762.201215194538	-31.246166443796895	9266.405410354084	-31.404675044724748	9758.19622894132	-31.550648041966323	10263.121445458055	-27.102447102192606	4442.247987847948	-28.643292124418004	5536.148092775338	-27.555509962896004	4726.112380694397	-29.339142176015738	6197.686507530391	-30.463739583970945	7523.852129426542	-29.592651522591453	6783.502010948252	-29.613441794523418	6832.973429309854
68	M4V	-26.535243716015522	4257.7433205540165	-27.660601567838526	4755.646409923665	-28.31172376712025	5255.022260503111	-28.85467391757853	5748.635732582142	-29.3674485462435	6249.486110949354	-29.824619166649313	6759.434908824179	-30.496043145758108	7259.556406302323	-30.931030684032905	7752.821747940547	-31.30075790767644	8251.095420142767	-31.49053186171008	8762.201215194538	-31.665489772167938	9266.405410354084	-31.860097881925174	9758.19622894132	-32.03891706256291	10263.121445458055	-27.04464073239876	4442.247987847948	-28.639956640877806	5536.148092775338	-27.535438540858614	4726.112380694397	-29.34685423719992	6197.686507530391	-30.73313002966829	7523.852129426542	-29.61602759186805	6783.502010948252	-29.647703534344792	6832.973429309854
69	M6V	-26.09038265493474	4257.7433205540165	-27.55724685502708	4755.646409923665	-28.307719460175143	5255.022260503111	-28.843791678917746	5748.635732582142	-29.404841765494616	6249.486110949354	-29.950276064148518	6759.434908824179	-30.762152415246007	7259.556406302323	-31.256858526827862	7752.821747940547	-31.70428448608632	8251.095420142767	-31.913799083201944	8762.201215194538	-32.10846665539628	9266.405410354084	-32.3154638955518	9758.19622894132	-32.49461421240335	10263.121445458055	-26.84500499521153	4442.247987847948	-28.640954766912728	5536.148092775338	-27.419077571601086	4726.112380694397	-29.412517413182236	6197.686507530391	-31.041767705639035	7523.852129426542	-29.699458960378987	6783.502010948252	-29.738270994907502	6832.973429309854
70	M8V	-26.630501006025224	4257.7433205540165	-27.88629711802792	4755.646409923665	-28.471175494974155	5255.022260503111	-28.713034232278332	5748.635732582142	-29.149853347993382	6249.486110949354	-29.633555160002246	6759.434908824179	-30.39620597614004	7259.556406302323	-30.79596183680014	7752.821747940547	-31.21527820991922	8251.095420142767	-31.316395559785853	8762.201215194538	-31.458498242480914	9266.405410354084	-31.55820391701098	9758.19622894132	-31.652885852596295	10263.121445458055	-27.236871673273697	4442.247987847948	-28.625263361062142	5536.148092775338	-27.724279823849706	4726.112380694397	-29.166414867947847	6197.686507530391	-30.621274287081715	7523.852129426542	-29.35825923664536	6783.502010948252	-29.3929093850938	6832.973429309854
71	M5V	-26.388380375087763	4257.7433205540165	-27.839301811933232	4755.646409923665	-28.5286011068385	5255.022260503111	-28.658301876481154	5748.635732582142	-29.081288129410044	6249.486110949354	-29.800655825278195	6759.434908824179	-30.79106674807473	7259.556406302323	-31.27849480958922	7752.821747940547	-31.87699284859663	8251.095420142767	-32.02330327764951	8762.201215194538	-32.33495671309855	9266.405410354084	-32.455175068162355	9758.19622894132	-32.55579049459526	10263.121445458055	-27.160170075789107	4442.247987847948	-28.621172666679797	5536.148092775338	-27.702363842841095	4726.112380694397	-29.177411449509197	6197.686507530391	-31.100233055739288	7523.852129426542	-29.479610717286096	6783.502010948252	-29.591035438841207	6832.973429309854
72	B1IV	-28.77313891616584	4257.7433205540165	-28.71924572974853	4755.646409923665	-28.636355828545046	5255.022260503111	-28.55254276464717	5748.635732582142	-28.496598160044066	6249.486110949354	-28.429378660272754	6759.434908824179	-28.360963077268067	7259.556406302323	-28.298451213314074	7752.821747940547	-28.255939416367177	8251.095420142767	-28.24045772297023	8762.201215194538	-28.19386647401633	9266.405410354084	-28.181207905781736	9758.19622894132	-28.088587409532902	10263.121445458055	-28.7432429963069	4442.247987847948	-28.59970139810137	5536.148092775338	-28.72061740779254	4726.112380694397	-28.504720262615024	6197.686507530391	-28.336817160417567	7523.852129426542	-28.40670111858087	6783.502010948252	-28.414454417225684	6832.973429309854
73	B2III	-28.773978835386593	4257.7433205540165	-28.719995810189435	4755.646409923665	-28.62959944588365	5255.022260503111	-28.562036417757724	5748.635732582142	-28.52639369599123	6249.486110949354	-28.470771971448045	6759.434908824179	-28.412774132951903	7259.556406302323	-28.35650549192905	7752.821747940547	-28.332016996504727	8251.095420142767	-28.318020818896574	8762.201215194538	-28.291019421901098	9266.405410354084	-28.263018099070862	9758.19622894132	-28.15705584464113	10263.121445458055	-28.743676339287674	4442.247987847948	-28.600620415578835	5536.148092775338	-28.71966612423045	4726.112380694397	-28.527837151776332	6197.686507530391	-28.39152779068617	7523.852129426542	-28.467779337363414	6783.502010948252	-28.466634172124326	6832.973429309854
74	B3IV	-28.676246547010354	4257.7433205540165	-28.6600809861686	4755.646409923665	-28.627556219549465	5255.022260503111	-28.570764634032248	5748.635732582142	-28.53766132722937	6249.486110949354	-28.517684060650183	6759.434908824179	-28.4750643286022	7259.556406302323	-28.44269062665656	7752.821747940547	-28.428405221231266	8251.095420142767	-28.45126367467099	8762.201215194538	-28.403846518987468	9266.405410354084	-28.380975677129484	9758.19622894132	-28.324453190635545	10263.121445458055	-28.65383228623208	4442.247987847948	-28.601401937043036	5536.148092775338	-28.65776632501623	4726.112380694397	-28.545563704850856	6197.686507530391	-28.464162617724618	7523.852129426542	-28.503510543050957	6783.502010948252	-28.520220096702733	6832.973429309854
75	B3III	-28.708756047102927	4257.7433205540165	-28.679695184335408	4755.646409923665	-28.6213358408343	5255.022260503111	-28.578686338214233	5748.635732582142	-28.54314792047073	6249.486110949354	-28.4938708009008	6759.434908824179	-28.458403000837883	7259.556406302323	-28.405783687664325	7752.821747940547	-28.3649582113673	8251.095420142767	-28.408656094752747	8762.201215194538	-28.36381901016399	9266.405410354084	-28.34159105698936	9758.19622894132	-28.29043739370197	10263.121445458055	-28.679258555022287	4442.247987847948	-28.60169554296324	5536.148092775338	-28.674900090204023	4726.112380694397	-28.545751393564505	6197.686507530391	-28.435531861404506	7523.852129426542	-28.49935423327528	6783.502010948252	-28.492292418052262	6832.973429309854
76	B7IV	-28.650113421583676	4257.7433205540165	-28.644982589950576	4755.646409923665	-28.620799253897182	5255.022260503111	-28.582210165836162	5748.635732582142	-28.560253612958633	6249.486110949354	-28.55399753792	6759.434908824179	-28.50495809046837	7259.556406302323	-28.44582547567814	7752.821747940547	-28.466214283991373	8251.095420142767	-28.507650803216727	8762.201215194538	-28.517174741334387	9266.405410354084	-28.503919470079143	9758.19622894132	-28.537674834058624	10263.121445458055	-28.630530299523663	4442.247987847948	-28.602416849147772	5536.148092775338	-28.63998999264969	4726.112380694397	-28.568344980659116	6197.686507530391	-28.48287518943667	7523.852129426542	-28.556992662296015	6783.502010948252	-28.548986241437497	6832.973429309854
77	B7III	-28.63276890838634	4257.7433205540165	-28.639077778858486	4755.646409923665	-28.621192722415493	5255.022260503111	-28.5789436679495	5748.635732582142	-28.58120097003723	6249.486110949354	-28.540569983092116	6759.434908824179	-28.531715193654875	7259.556406302323	-28.50661326024953	7752.821747940547	-28.501089357768656	8251.095420142767	-28.5240054147552	8762.201215194538	-28.52295753789381	9266.405410354084	-28.51138791865466	9758.19622894132	-28.45075512140198	10263.121445458055	-28.607368129144668	4442.247987847948	-28.602510949175404	5536.148092775338	-28.628784103818564	4726.112380694397	-28.570588941900596	6197.686507530391	-28.524049761622557	7523.852129426542	-28.544257712590685	6783.502010948252	-28.542901022110545	6832.973429309854
