number	mktype	m425	eff_wavelength_m425	m475	eff_wavelength_m475	m525	eff_wavelength_m525	m575	eff_wavelength_m575	m625	eff_wavelength_m625	m675	eff_wavelength_m675	m725	eff_wavelength_m725	m775	eff_wavelength_m775	m825	eff_wavelength_m825	m875	eff_wavelength_m875	m925	eff_wavelength_m925	m975	eff_wavelength_m975	m1025	eff_wavelength_m1025	B	eff_wavelength_B	V	eff_wavelength_V	g	eff_wavelength_g	r	eff_wavelength_r	i	eff_wavelength_i	n6780	eff_wavelength_n6780	n6830	eff_wavelength_n6830
78	A3III	-28.571327539410532	4257.7433205540165	-28.623067396896285	4755.646409923665	-28.60260914576002	5255.022260503111	-28.611308319246127	5748.635732582142	-28.604672674974122	6249.486110949354	-28.554308776002806	6759.434908824179	-28.58134433787148	7259.556406302323	-28.5573509645128	7752.821747940547	-28.558831768451867	8251.095420142767	-28.615940007981013	8762.201215194538	-28.685991186538136	9266.405410354084	-28.678095453508227	9758.19622894132	-28.596295557998943	10263.121445458055	-28.547304766504	4442.247987847948	-28.60456199480079	5536.148092775338	-28.591187409388503	4726.112380694397	-28.59420334417399	6197.686507530391	-28.570371396504008	7523.852129426542	-28.569971663264223	6783.502010948252	-28.572674571219085	6832.973429309854
79	A0IV	-28.56435827508753	4257.7433205540165	-28.60488425252736	4755.646409923665	-28.614494752931602	5255.022260503111	-28.58942751419988	5748.635732582142	-28.606501447865583	6249.486110949354	-28.55360312539105	6759.434908824179	-28.559077047591632	7259.556406302323	-28.53507518421081	7752.821747940547	-28.54739397139213	8251.095420142767	-28.59621863134574	8762.201215194538	-28.538628338178516	9266.405410354084	-28.602921163715983	9758.19622894132	-28.56997706735958	10263.121445458055	-28.54251238454781	4442.247987847948	-28.60346853644513	5536.148092775338	-28.586856374333088	4726.112380694397	-28.5864423848269	6197.686507530391	-28.550657489658214	7523.852129426542	-28.5700832716234	6783.502010948252	-28.58177032399709	6832.973429309854
80	B9IV	-28.54597001261694	4257.7433205540165	-28.587482126787997	4755.646409923665	-28.609288221016307	5255.022260503111	-28.60188504675515	5748.635732582142	-28.614387410004838	6249.486110949354	-28.6001730943214	6759.434908824179	-28.59516155042863	7259.556406302323	-28.533617736137526	7752.821747940547	-28.492849479529742	8251.095420142767	-28.652768672231336	8762.201215194538	-28.67372296532278	9266.405410354084	-28.63794851374326	9758.19622894132	-28.654255015593307	10263.121445458055	-28.52917326229225	4442.247987847948	-28.6043408108929	5536.148092775338	-28.57308241528504	4726.112380694397	-28.604442487143423	6197.686507530391	-28.57123411037813	7523.852129426542	-28.60543012632617	6783.502010948252	-28.61471196054445	6832.973429309854
81	A3IV	-28.422091714405965	4257.7433205540165	-28.54800905407697	4755.646409923665	-28.590704896123142	5255.022260503111	-28.629577984351688	5748.635732582142	-28.64367310910879	6249.486110949354	-28.682132270447667	6759.434908824179	-28.706516532959306	7259.556406302323	-28.6833735053628	7752.821747940547	-28.688758352143097	8251.095420142767	-28.75547392567785	8762.201215194538	-28.82988272412174	9266.405410354084	-28.83574257318434	9758.19622894132	-28.80422193313138	10263.121445458055	-28.419902903372787	4442.247987847948	-28.606222556448504	5536.148092775338	-28.504945380737038	4726.112380694397	-28.639996933339585	6197.686507530391	-28.69899990304785	7523.852129426542	-28.70995128058793	6783.502010948252	-28.713682633601927	6832.973429309854
82	A4IV	-28.378862798319552	4257.7433205540165	-28.52356185308338	4755.646409923665	-28.57475261687934	5255.022260503111	-28.655461224381746	5748.635732582142	-28.648321209809456	6249.486110949354	-28.676603795480208	6759.434908824179	-28.720006398755935	7259.556406302323	-28.71919633774686	7752.821747940547	-28.7753661509787	8251.095420142767	-28.83263868886466	8762.201215194538	-28.858869864831775	9266.405410354084	-28.88593816846528	9758.19622894132	-28.88763482359151	10263.121445458055	-28.382898313711422	4442.247987847948	-28.60768004523144	5536.148092775338	-28.472182221903385	4726.112380694397	-28.65079664533745	6197.686507530391	-28.7243506450801	7523.852129426542	-28.71099760813521	6783.502010948252	-28.727146847700013	6832.973429309854
83	A5III	-28.329295276027466	4257.7433205540165	-28.514919107434878	4755.646409923665	-28.57116260536348	5255.022260503111	-28.66323508336853	5748.635732582142	-28.682700191481423	6249.486110949354	-28.72620016922083	6759.434908824179	-28.769750911255258	7259.556406302323	-28.749900679480792	7752.821747940547	-28.773734071950095	8251.095420142767	-28.859122278375423	8762.201215194538	-28.917063942408063	9266.405410354084	-28.929651255077815	9758.19622894132	-28.91495301207136	10263.121445458055	-28.355060372379643	4442.247987847948	-28.60857865937469	5536.148092775338	-28.454358532079645	4726.112380694397	-28.682293510052443	6197.686507530391	-28.76284910814941	7523.852129426542	-28.73802620896205	6783.502010948252	-28.75121216072582	6832.973429309854
84	A5IV	-28.248147985954976	4257.7433205540165	-28.471795220659644	4755.646409923665	-28.558057101777482	5255.022260503111	-28.670294999217877	5748.635732582142	-28.721905961345225	6249.486110949354	-28.753144139284267	6759.434908824179	-28.795024240276796	7259.556406302323	-28.80572178799671	7752.821747940547	-28.84888929268943	8251.095420142767	-28.90986294323836	8762.201215194538	-28.982523919572944	9266.405410354084	-28.96917163502816	9758.19622894132	-28.984189919704214	10263.121445458055	-28.279223996058562	4442.247987847948	-28.60958505020848	5536.148092775338	-28.404318075160305	4726.112380694397	-28.70488389920805	6197.686507530391	-28.803601737322964	7523.852129426542	-28.782276731954184	6783.502010948252	-28.804628899782912	6832.973429309854
85	A5IV	-28.230094890649283	4257.7433205540165	-28.432523821165034	4755.646409923665	-28.54907755905348	5255.022260503111	-28.683574670141184	5748.635732582142	-28.74586820330185	6249.486110949354	-28.856866266581847	6759.434908824179	-28.910430558607395	7259.556406302323	-28.940826461557833	7752.821747940547	-29.016340212161673	8251.095420142767	-29.111649590503696	8762.201215194538	-29.166874510227846	9266.405410354084	-29.17028803356816	9758.19622894132	-29.20630328693054	10263.121445458055	-28.26529270642224	4442.247987847948	-28.611317457974003	5536.148092775338	-28.38013780238758	4726.112380694397	-28.739421058895797	6197.686507530391	-28.932525377868	7523.852129426542	-28.900745892148052	6783.502010948252	-28.92032279785173	6832.973429309854
86	F0IV	-28.219227713608834	4257.7433205540165	-28.47109428662348	4755.646409923665	-28.558817940837493	5255.022260503111	-28.670986322036903	5748.635732582142	-28.723649109960007	6249.486110949354	-28.795098168827447	6759.434908824179	-28.86989646728093	7259.556406302323	-28.886291726978172	7752.821747940547	-28.910786054621276	8251.095420142767	-28.985518831739586	8762.201215194538	-29.094417590659596	9266.405410354084	-29.07519748224246	9758.19622894132	-29.05640391454775	10263.121445458055	-28.26859857166135	4442.247987847948	-28.60961190115255	5536.148092775338	-28.397008596257795	4726.112380694397	-28.7143404571632	6197.686507530391	-28.87886311992018	7523.852129426542	-28.809255735215153	6783.502010948252	-28.838723194673243	6832.973429309854
87	F0IV	-28.181279824143807	4257.7433205540165	-28.424442110108505	4755.646409923665	-28.53458380346588	5255.022260503111	-28.699191604267128	5748.635732582142	-28.78275240673542	6249.486110949354	-28.837511447796466	6759.434908824179	-28.89051221809673	7259.556406302323	-28.920049638408095	7752.821747940547	-28.96028990945988	8251.095420142767	-29.00673800513556	8762.201215194538	-29.122728132819123	9266.405410354084	-29.135333417798943	9758.19622894132	-29.137099414963686	10263.121445458055	-28.22347261308748	4442.247987847948	-28.61257614507148	5536.148092775338	-28.356001696725556	4726.112380694397	-28.761721633386927	6197.686507530391	-28.908815678295866	7523.852129426542	-28.860703967097876	6783.502010948252	-28.8957202314985	6832.973429309854
88	A9IV	-28.164540736567375	4257.7433205540165	-28.40938761340781	4755.646409923665	-28.536524789157063	5255.022260503111	-28.69431423937511	5748.635732582142	-28.785002925292137	6249.486110949354	-28.833744948742066	6759.434908824179	-28.910452780459753	7259.556406302323	-28.92718401331782	7752.821747940547	-29.01884275981683	8251.095420142767	-29.059386190787016	8762.201215194538	-29.120008225493464	9266.405410354084	-29.198072399290737	9758.19622894132	-29.216977595872052	10263.121445458055	-28.20687793948368	4442.247987847948	-28.612859772706905	5536.148092775338	-28.34297293184376	4726.112380694397	-28.759809879481658	6197.686507530391	-28.92292391196669	7523.852129426542	-28.863884143395357	6783.502010948252	-28.875594625822153	6832.973429309854
89	F0IV	-28.14701679501544	4257.7433205540165	-28.412335313456683	4755.646409923665	-28.540800346069766	5255.022260503111	-28.691756313673373	5748.635732582142	-28.74933143824737	6249.486110949354	-28.812460305312673	6759.434908824179	-28.888531343143868	7259.556406302323	-28.912098924622338	7752.821747940547	-29.007867355672595	8251.095420142767	-29.034389220152445	8762.201215194538	-29.09678841722506	9266.405410354084	-29.143105734895606	9758.19622894132	-29.169226962036213	10263.121445458055	-28.19457555754893	4442.247987847948	-28.611657348922677	5536.148092775338	-28.339063265655625	4726.112380694397	-28.735284060621176	6197.686507530391	-28.906173101986518	7523.852129426542	-28.84177300192834	6783.502010948252	-28.867950880631497	6832.973429309854
90	F2IV	-28.120974231629916	4257.7433205540165	-28.390893380285874	4755.646409923665	-28.539277461506497	5255.022260503111	-28.691665147443818	5748.635732582142	-28.78604573477945	6249.486110949354	-28.910328626520002	6759.434908824179	-28.976750519104346	7259.556406302323	-29.028375026520223	7752.821747940547	-29.0626470334286	8251.095420142767	-29.158839221889778	8762.201215194538	-29.247108383880096	9266.405410354084	-29.249175040664216	9758.19622894132	-29.25094213270733	10263.121445458055	-28.172949188902557	4442.247987847948	-28.61263295080642	5536.148092775338	-28.32436404230766	4726.112380694397	-28.773694093491855	6197.686507530391	-29.001908395699317	7523.852129426542	-28.947824544055784	6783.502010948252	-28.97159806505398	6832.973429309854
91	F7IV	-28.010327094612055	4257.7433205540165	-28.35233584130904	4755.646409923665	-28.52024961440447	5255.022260503111	-28.705421029511484	5748.635732582142	-28.84424412045614	6249.486110949354	-28.93279801132269	6759.434908824179	-29.017601154633837	7259.556406302323	-29.054552072921975	7752.821747940547	-29.15724171824725	8251.095420142767	-29.188435373079997	8762.201215194538	-29.239338257144727	9266.405410354084	-29.3195807792886	9758.19622894132	-29.350055539575127	10263.121445458055	-28.086832640731565	4442.247987847948	-28.61492125588573	5536.148092775338	-28.265517449594718	4726.112380694397	-28.81189303632016	6197.686507530391	-29.040427231143056	7523.852129426542	-28.965131317944092	6783.502010948252	-28.979078498083712	6832.973429309854
92	F5IV	-27.996602581016926	4257.7433205540165	-28.341207470723525	4755.646409923665	-28.51104435063806	5255.022260503111	-28.728662904328445	5748.635732582142	-28.834423160474362	6249.486110949354	-28.918644695548924	6759.434908824179	-29.016931171167464	7259.556406302323	-29.065046848547954	7752.821747940547	-29.170024721826916	8251.095420142767	-29.208141230055595	8762.201215194538	-29.26728344955917	9266.405410354084	-29.326948667050257	9758.19622894132	-29.36061122379236	10263.121445458055	-28.07056420197742	4442.247987847948	-28.615935268678314	5536.148092775338	-28.253638140507086	4726.112380694397	-28.815260223755686	6197.686507530391	-29.044007360585017	7523.852129426542	-28.940889020069655	6783.502010948252	-28.960757270207477	6832.973429309854
93	G2IV	-27.86769428722311	4257.7433205540165	-28.279308463725314	4755.646409923665	-28.47974070855348	5255.022260503111	-28.753116933780202	5748.635732582142	-28.94880629494213	6249.486110949354	-29.038815305471562	6759.434908824179	-29.140104591756227	7259.556406302323	-29.234525565714186	7752.821747940547	-29.32158242301742	8251.095420142767	-29.366365540774396	8762.201215194538	-29.378091313806983	9266.405410354084	-29.48163405639942	9758.19622894132	-29.57291137283177	10263.121445458055	-27.97225380464564	4442.247987847948	-28.620475311226862	5536.148092775338	-28.18016680497275	4726.112380694397	-28.906286348166223	6197.686507530391	-29.18669122322845	7523.852129426542	-29.04767541741506	6783.502010948252	-29.049080849615546	6832.973429309854
94	G8IV	-27.737661293003658	4257.7433205540165	-28.24084411951415	4755.646409923665	-28.48616284578211	5255.022260503111	-28.746620843834116	5748.635732582142	-28.927518084564273	6249.486110949354	-29.095903715685996	6759.434908824179	-29.19123292512557	7259.556406302323	-29.293226763506542	7752.821747940547	-29.41416303333702	8251.095420142767	-29.468564384248516	8762.201215194538	-29.53896449273058	9266.405410354084	-29.583214072804672	9758.19622894132	-29.642587544852802	10263.121445458055	-27.875563532015693	4442.247987847948	-28.619104674006866	5536.148092775338	-28.13124642186193	4726.112380694397	-28.90177087208222	6197.686507530391	-29.24805976106537	7523.852129426542	-29.110160399662696	6783.502010948252	-29.133236046089003	6832.973429309854
95	G4IV	-27.721334191685045	4257.7433205540165	-28.257631886366728	4755.646409923665	-28.48842746160194	5255.022260503111	-28.734041904306636	5748.635732582142	-28.925980578873794	6249.486110949354	-29.08396264934915	6759.434908824179	-29.192659512483893	7259.556406302323	-29.283549473554462	7752.821747940547	-29.392802329842812	8251.095420142767	-29.468190981587263	8762.201215194538	-29.54429698967818	9266.405410354084	-29.584225310403585	9758.19622894132	-29.63418654724577	10263.121445458055	-27.87369936119592	4442.247987847948	-28.618562553355016	5536.148092775338	-28.131732380054668	4726.112380694397	-28.893168546928013	6197.686507530391	-29.23972573707346	7523.852129426542	-29.10304471088541	6783.502010948252	-29.12940088901393	6832.973429309854
96	G6IV	-27.7154553471577	4257.7433205540165	-28.255272005514822	4755.646409923665	-28.489888118376005	5255.022260503111	-28.735752884304553	5748.635732582142	-28.94004184977171	6249.486110949354	-29.090347850639485	6759.434908824179	-29.164802167097832	7259.556406302323	-29.290931890975585	7752.821747940547	-29.357355362810473	8251.095420142767	-29.455470743226073	8762.201215194538	-29.436154061107448	9266.405410354084	-29.511182582029896	9758.19622894132	-29.56078196657024	10263.121445458055	-27.868710172454744	4442.247987847948	-28.618964722355802	5536.148092775338	-28.133445588247415	4726.112380694397	-28.906624490099716	6197.686507530391	-29.225133174964192	7523.852129426542	-29.1038129319781	6783.502010948252	-29.130455802770186	6832.973429309854
97	G6IV	-27.688802549204922	4257.7433205540165	-28.254809266131254	4755.646409923665	-28.469031048150182	5255.022260503111	-28.759106950308112	5748.635732582142	-28.957381382300973	6249.486110949354	-29.088889696528774	6759.434908824179	-29.19328473134484	7259.556406302323	-29.288805249894054	7752.821747940547	-29.37698219513631	8251.095420142767	-29.457446119595943	8762.201215194538	-29.45393337475953	9266.405410354084	-29.553987257570213	9758.19622894132	-29.604551305608183	10263.121445458055	-27.849074961232144	4442.247987847948	-28.620986478267717	5536.148092775338	-28.116577511223518	4726.112380694397	-28.921244869393753	6197.686507530391	-29.23944054621183	7523.852129426542	-29.094685860038357	6783.502010948252	-29.121997252964817	6832.973429309854
98	G3IV	-27.648308763496487	4257.7433205540165	-28.195914953611116	4755.646409923665	-28.46966146467832	5255.022260503111	-28.762817279728896	5748.635732582142	-28.959846876474185	6249.486110949354	-29.129212002804824	6759.434908824179	-29.23461660156022	7259.556406302323	-29.363653188013252	7752.821747940547	-29.4408917483225	8251.095420142767	-29.50810800321197	8762.201215194538	-29.597889731002958	9266.405410354084	-29.64057459529659	9758.19622894132	-29.683833831714736	10263.121445458055	-27.80719603947442	4442.247987847948	-28.621096952122237	5536.148092775338	-28.081319513591723	4726.112380694397	-28.930640045441432	6197.686507530391	-29.296510396331314	7523.852129426542	-29.141095886264686	6783.502010948252	-29.173144900134748	6832.973429309854
99	G8IV	-27.60428384737164	4257.7433205540165	-28.20165108130198	4755.646409923665	-28.456494488382077	5255.022260503111	-28.778045182925087	5748.635732582142	-28.976490784232002	6249.486110949354	-29.15050086422434	6759.434908824179	-29.247414133217234	7259.556406302323	-29.345279154285894	7752.821747940547	-29.461233555319033	8251.095420142767	-29.472985841227196	8762.201215194538	-29.59404869841757	9266.405410354084	-29.580730835892183	9758.19622894132	-29.553616582088328	10263.121445458055	-27.790668911435077	4442.247987847948	-28.622224468962205	5536.148092775338	-28.06986552809514	4726.112380694397	-28.946690000381246	6197.686507530391	-29.305897851472164	7523.852129426542	-29.15902313229506	6783.502010948252	-29.194851965823318	6832.973429309854
100	G5IV	-27.524219289711375	4257.7433205540165	-28.183837960419915	4755.646409923665	-28.43202147505714	5255.022260503111	-28.794660729275392	5748.635732582142	-29.02836286007979	6249.486110949354	-29.245393517911648	6759.434908824179	-29.354475523063407	7259.556406302323	-29.463707207820008	7752.821747940547	-29.534575965371495	8251.095420142767	-29.640195143054516	8762.201215194538	-29.76990101353042	9266.405410354084	-29.789208551864	9758.19622894132	-29.858507802825677	10263.121445458055	-27.73386253843189	4442.247987847948	-28.624637361452564	5536.148092775338	-28.03211894838583	4726.112380694397	-28.997174545779387	6197.686507530391	-29.410062454129875	7523.852129426542	-29.275349438303287	6783.502010948252	-29.287601723412116	6832.973429309854
101		-27.518823277152915	4257.7433205540165	-28.15293066132858	4755.646409923665	-28.438667913269597	5255.022260503111	-28.79027760553109	5748.635732582142	-29.02140394300021	6249.486110949354	-29.212648404171887	6759.434908824179	-29.356535028657234	7259.556406302323	-29.456637360855012	7752.821747940547	-29.53632459127372	8251.095420142767	-29.641660103129546	8762.201215194538	-29.725951581274725	9266.405410354084	-29.777952982134806	9758.19622894132	-29.871953418125674	10263.121445458055	-27.71669562901843	4442.247987847948	-28.624037757642856	5536.148092775338	-28.019102388629666	4726.112380694397	-28.982667169307668	6197.686507530391	-29.40436667302377	7523.852129426542	-29.22955626245433	6783.502010948252	-29.292783655696113	6832.973429309854
102	G5IV	-27.527138484462572	4257.7433205540165	-28.087370078672915	4755.646409923665	-28.418131965152696	5255.022260503111	-28.81141700995459	5748.635732582142	-29.06922272226045	6249.486110949354	-29.24004809967505	6759.434908824179	-29.403331993724198	7259.556406302323	-29.53270601178467	7752.821747940547	-29.680835485701813	8251.095420142767	-29.791235838670538	8762.201215194538	-29.84860652484928	9266.405410354084	-29.985017993556056	9758.19622894132	-30.087825926611625	10263.121445458055	-27.70081936850437	4442.247987847948	-28.627133541795832	5536.148092775338	-27.98587011640351	4726.112380694397	-29.024723276178488	6197.686507530391	-29.467757692291848	7523.852129426542	-29.24539124554603	6783.502010948252	-29.254455774098084	6832.973429309854
103	G5IV	-27.503931645458742	4257.7433205540165	-28.166125672730118	4755.646409923665	-28.459738981873855	5255.022260503111	-28.76109533794807	5748.635732582142	-28.999643895815726	6249.486110949354	-29.199076134766546	6759.434908824179	-29.343685515839045	7259.556406302323	-29.458057884720425	7752.821747940547	-29.603061651300678	8251.095420142767	-29.708912761199507	8762.201215194538	-29.760341975612135	9266.405410354084	-29.838711546767257	9758.19622894132	-29.922083400703823	10263.121445458055	-27.715684014398647	4442.247987847948	-28.62197498222853	5536.148092775338	-28.028014878282793	4726.112380694397	-28.96208062385922	6197.686507530391	-29.402460327304745	7523.852129426542	-29.222221971527205	6783.502010948252	-29.24283207050928	6832.973429309854
104	G7IV	-27.43338401652025	4257.7433205540165	-28.135484042654433	4755.646409923665	-28.44581560539906	5255.022260503111	-28.782816288398646	5748.635732582142	-29.031658194049722	6249.486110949354	-29.235532545177612	6759.434908824179	-29.365570468350572	7259.556406302323	-29.507009710614064	7752.821747940547	-29.631195875496076	8251.095420142767	-29.75072435252738	8762.201215194538	-29.819082951071195	9266.405410354084	-29.942114557645603	9758.19622894132	-30.068285044968842	10263.121445458055	-27.669061219616587	4442.247987847948	-28.62453899443825	5536.148092775338	-27.993904177986476	4726.112380694397	-28.991979408241406	6197.686507530391	-29.436930019680197	7523.852129426542	-29.260149709465082	6783.502010948252	-29.30389965362722	6832.973429309854
105	G5IV	-27.43928866706966	4257.7433205540165	-28.115421472764318	4755.646409923665	-28.44500568907307	5255.022260503111	-28.781536587707205	5748.635732582142	-29.01319308575229	6249.486110949354	-29.238668668208085	6759.434908824179	-29.358070386706515	7259.556406302323	-29.47594240675409	7752.821747940547	-29.589772428748983	8251.095420142767	-29.745903353067757	8762.201215194538	-29.788451463569384	9266.405410354084	-29.87337661588021	9758.19622894132	-29.924930401273503	10263.121445458055	-27.657178436021674	4442.247987847948	-28.623525203602856	5536.148092775338	-27.98526444081339	4726.112380694397	-28.983802961808756	6197.686507530391	-29.417123502250742	7523.852129426542	-29.26523216217688	6783.502010948252	-29.29696650168487	6832.973429309854
106	K2IV	-27.408133634166525	4257.7433205540165	-28.129809805303342	4755.646409923665	-28.427472068819846	5255.022260503111	-28.79932413503112	5748.635732582142	-29.05033592494293	6249.486110949354	-29.280353637077422	6759.434908824179	-29.387516656721168	7259.556406302323	-29.524199928135275	7752.821747940547	-29.64272349298409	8251.095420142767	-29.750407632290496	8762.201215194538	-29.802546939129023	9266.405410354084	-29.909653619701864	9758.19622894132	-29.972869616742976	10263.121445458055	-27.647320423377295	4442.247987847948	-28.62658139311701	5536.148092775338	-27.97761199455396	4726.112380694397	-29.01278539542538	6197.686507530391	-29.459748004709894	7523.852129426542	-29.328801944041242	6783.502010948252	-29.360136152600163	6832.973429309854
107	G8III	-27.420034040596445	4257.7433205540165	-28.0950528079274	4755.646409923665	-28.449687170015117	5255.022260503111	-28.78170455404711	5748.635732582142	-29.019356715775977	6249.486110949354	-29.249672265938464	6759.434908824179	-29.370889161204488	7259.556406302323	-29.464158958868598	7752.821747940547	-29.56783004824235	8251.095420142767	-29.69143976164772	8762.201215194538	-29.713458963425726	9266.405410354084	-29.828249811429632	9758.19622894132	-29.89846228641181	10263.121445458055	-27.645211928839167	4442.247987847948	-28.623807732671487	5536.148092775338	-27.977617629569714	4726.112380694397	-28.987620789387584	6197.686507530391	-29.41951817298544	7523.852129426542	-29.263227845507963	6783.502010948252	-29.297311988420415	6832.973429309854
108		-27.401772991364783	4257.7433205540165	-28.108790395764412	4755.646409923665	-28.422280996461566	5255.022260503111	-28.808511587933797	5748.635732582142	-29.04906496742978	6249.486110949354	-29.228513483276082	6759.434908824179	-29.359375096444047	7259.556406302323	-29.486023838209746	7752.821747940547	-29.5854058377505	8251.095420142767	-29.7253685203553	8762.201215194538	-29.864029441581415	9266.405410354084	-29.88827798144574	9758.19622894132	-29.95901290952721	10263.121445458055	-27.6331582580449	4442.247987847948	-28.62596638967236	5536.148092775338	-27.96866725490908	4726.112380694397	-29.013179235141617	6197.686507530391	-29.4194528060876	7523.852129426542	-29.24195058915147	6783.502010948252	-29.2640982042043	6832.973429309854
109	G8III	-27.37873238726529	4257.7433205540165	-28.10907240099329	4755.646409923665	-28.433314604429363	5255.022260503111	-28.79204103820953	5748.635732582142	-29.047670230891676	6249.486110949354	-29.22652898414178	6759.434908824179	-29.356344633634706	7259.556406302323	-29.53011429150279	7752.821747940547	-29.618983196834208	8251.095420142767	-29.74695189599783	8762.201215194538	-29.777345508057532	9266.405410354084	-29.92478784146508	9758.19622894132	-30.066719422705805	10263.121445458055	-27.622749249425674	4442.247987847948	-28.625339995911027	5536.148092775338	-27.965985349111627	4726.112380694397	-29.001921377086248	6197.686507530391	-29.44170601461799	7523.852129426542	-29.244655315155036	6783.502010948252	-29.287901113622887	6832.973429309854
110	G5IV	-27.35087140768644	4257.7433205540165	-28.099510107421132	4755.646409923665	-28.44663340328415	5255.022260503111	-28.775584508686087	5748.635732582142	-29.04601717766733	6249.486110949354	-29.271260012101163	6759.434908824179	-29.391965456836058	7259.556406302323	-29.564882227863084	7752.821747940547	-29.669060775108736	8251.095420142767	-29.79354226668175	8762.201215194538	-29.82469731435932	9266.405410354084	-29.954071104358665	9758.19622894132	-29.994563902232958	10263.121445458055	-27.60902915352981	4442.247987847948	-28.624495128888952	5536.148092775338	-27.963297255176375	4726.112380694397	-29.008065376547265	6197.686507530391	-29.478717210122056	7523.852129426542	-29.291086798502523	6783.502010948252	-29.33233263342435	6832.973429309854
111	K0III	-27.34409170176005	4257.7433205540165	-28.08914634088203	4755.646409923665	-28.440888157774886	5255.022260503111	-28.783088062556427	5748.635732582142	-29.040878135038852	6249.486110949354	-29.281063476743114	6759.434908824179	-29.34829100417593	7259.556406302323	-29.487546481184125	7752.821747940547	-29.654220919081	8251.095420142767	-29.82283559116203	8762.201215194538	-29.868573591813345	9266.405410354084	-29.950272587850808	9758.19622894132	-30.014667485564402	10263.121445458055	-27.596800027118192	4442.247987847948	-28.62455372477236	5536.148092775338	-27.9535300615385	4726.112380694397	-29.010635878475792	6197.686507530391	-29.42796362245389	7523.852129426542	-29.30713057194513	6783.502010948252	-29.339280018003322	6832.973429309854
112	G8IV	-27.317879324024435	4257.7433205540165	-28.07952761936521	4755.646409923665	-28.410229704435185	5255.022260503111	-28.819257738110284	5748.635732582142	-29.079739127543377	6249.486110949354	-29.29058675677466	6759.434908824179	-29.44926572943253	7259.556406302323	-29.576096688226702	7752.821747940547	-29.714167588234865	8251.095420142767	-29.832240401666425	8762.201215194538	-29.96919107453582	9266.405410354084	-30.034309433965568	9758.19622894132	-30.092959284383348	10263.121445458055	-27.582187693040744	4442.247987847948	-28.62798007302649	5536.148092775338	-27.93064014193941	4726.112380694397	-29.040805963772655	6197.686507530391	-29.5145551080493	7523.852129426542	-29.307958044791967	6783.502010948252	-29.32513652039805	6832.973429309854
113	K0III	-27.303557396748364	4257.7433205540165	-28.09302885587043	4755.646409923665	-28.431981954958058	5255.022260503111	-28.802333350384547	5748.635732582142	-29.036438908140422	6249.486110949354	-29.25246199316424	6759.434908824179	-29.394362048079913	7259.556406302323	-29.544644223285612	7752.821747940547	-29.657110977684976	8251.095420142767	-29.772651571579864	8762.201215194538	-29.79731291391548	9266.405410354084	-29.902553085010414	9758.19622894132	-30.021394267443277	10263.121445458055	-27.58158180463881	4442.247987847948	-28.62571158083727	5536.148092775338	-27.944140976702915	4726.112380694397	-29.008220625531116	6197.686507530391	-29.46706711639033	7523.852129426542	-29.256145067269546	6783.502010948252	-29.297022883090875	6832.973429309854
114	K0III	-27.298474423076925	4257.7433205540165	-28.086051606277476	4755.646409923665	-28.427063579686973	5255.022260503111	-28.800754400018892	5748.635732582142	-29.054997891844216	6249.486110949354	-29.297840554432163	6759.434908824179	-29.451726755256352	7259.556406302323	-29.627628039011633	7752.821747940547	-29.75623187213123	8251.095420142767	-29.88171107981943	8762.201215194538	-29.92848362649204	9266.405410354084	-30.037961741611742	9758.19622894132	-30.145111960414432	10263.121445458055	-27.572652750913534	4442.247987847948	-28.625999576319636	5536.148092775338	-27.935448790918294	4726.112380694397	-29.02428625302539	6197.686507530391	-29.542036238199714	7523.852129426542	-29.3150870515029	6783.502010948252	-29.353877248712262	6832.973429309854
115	K0III	-27.298331468663793	4257.7433205540165	-28.090511804380892	4755.646409923665	-28.411480098668044	5255.022260503111	-28.81717246547074	5748.635732582142	-29.072693640311975	6249.486110949354	-29.30576068754764	6759.434908824179	-29.450677063382436	7259.556406302323	-29.5715534798147	7752.821747940547	-29.665855706301535	8251.095420142767	-29.7935353182128	8762.201215194538	-29.83146392856076	9266.405410354084	-29.927936836930424	9758.19622894132	-30.037936941023244	10263.121445458055	-27.571950485953476	4442.247987847948	-28.627479861045934	5536.148092775338	-27.93165728833126	4726.112380694397	-29.0373193195478	6197.686507530391	-29.51203577403492	7523.852129426542	-29.337246812751175	6783.502010948252	-29.363655544261267	6832.973429309854
116	G8IV	-27.27046474609626	4257.7433205540165	-28.042571894561426	4755.646409923665	-28.39584600186449	5255.022260503111	-28.828840381496626	5748.635732582142	-29.121813026536884	6249.486110949354	-29.331318008771635	6759.434908824179	-29.50810253234552	7259.556406302323	-29.660828200154306	7752.821747940547	-29.8071684766041	8251.095420142767	-29.9298359146548	8762.201215194538	-29.98314902284473	9266.405410354084	-30.12743805083829	9758.19622894132	-30.260094271201332	10263.121445458055	-27.540927466010523	4442.247987847948	-28.629940407413017	5536.148092775338	-27.896321643782475	4726.112380694397	-29.07696656492898	6197.686507530391	-29.584467191197128	7523.852129426542	-29.332600468936402	6783.502010948252	-29.352892795116922	6832.973429309854
