CMDLINE python 7DT_Routine_1x1_gain2750.py 7DT02 /lyman/data1/obsdata/7DT02/2024-11-10_gain2750
MEM 0.539062 1732238749.5553
MEM 28.589844 1732238749.6557
MEM 48.078125 1732238749.7560
MEM 56.769531 1732238749.8562
MEM 68.128906 1732238749.9565
MEM 85.242188 1732238750.0568
MEM 94.898438 1732238750.1569
MEM 112.207031 1732238750.2573
MEM 125.101562 1732238750.3576
MEM 130.742188 1732238750.4578
MEM 143.902344 1732238750.5581
MEM 154.035156 1732238750.6583
MEM 154.035156 1732238750.7587
MEM 154.875000 1732238750.8592
MEM 155.015625 1732238750.9595
MEM 155.871094 1732238751.0599
MEM 156.011719 1732238751.1603
MEM 156.011719 1732238751.2607
MEM 156.011719 1732238751.3611
MEM 156.011719 1732238751.4615
MEM 156.031250 1732238751.5619
MEM 156.031250 1732238751.6623
MEM 156.031250 1732238751.7628
MEM 156.031250 1732238751.8632
MEM 156.031250 1732238751.9639
MEM 156.031250 1732238752.0646
MEM 156.031250 1732238752.1671
MEM 156.031250 1732238752.2675
MEM 156.031250 1732238752.3679
MEM 156.289062 1732238752.4684
MEM 156.289062 1732238752.5688
MEM 156.289062 1732238752.6691
MEM 156.289062 1732238752.7695
MEM 156.289062 1732238752.8699
MEM 156.546875 1732238752.9703
MEM 156.546875 1732238753.0708
MEM 156.546875 1732238753.1713
MEM 156.546875 1732238753.2717
MEM 156.546875 1732238753.3722
MEM 156.546875 1732238753.4727
MEM 156.546875 1732238753.5731
MEM 156.546875 1732238753.6736
MEM 156.546875 1732238753.7740
MEM 156.546875 1732238753.8745
MEM 156.804688 1732238753.9750
MEM 157.835938 1732238754.0753
MEM 157.835938 1732238754.1758
MEM 157.835938 1732238754.2762
MEM 157.835938 1732238754.3763
MEM 157.835938 1732238754.4768
MEM 157.835938 1732238754.5771
MEM 157.835938 1732238754.6776
MEM 157.835938 1732238754.7781
MEM 157.835938 1732238754.8785
MEM 157.835938 1732238754.9789
MEM 157.835938 1732238755.0795
MEM 157.835938 1732238755.1799
MEM 157.835938 1732238755.2803
