CMDLINE python 7DT_Routine_1x1_gain2750.py 7DT02 /lyman/data1/obsdata/7DT02/2024-11-10_gain2750
MEM 0.632812 1732261129.3052
MEM 23.222656 1732261129.4054
MEM 45.390625 1732261129.5056
MEM 56.410156 1732261129.6059
MEM 66.781250 1732261129.7061
MEM 84.910156 1732261129.8064
MEM 90.820312 1732261129.9068
MEM 110.925781 1732261130.0071
MEM 119.742188 1732261130.1074
MEM 127.179688 1732261130.2077
MEM 131.519531 1732261130.3080
MEM 147.316406 1732261130.4083
MEM 152.707031 1732261130.5086
MEM 152.707031 1732261130.6089
MEM 152.707031 1732261130.7092
MEM 152.707031 1732261130.8095
MEM 152.707031 1732261130.9098
MEM 152.707031 1732261131.0101
MEM 152.707031 1732261131.1105
MEM 152.707031 1732261131.2108
MEM 152.707031 1732261131.3111
MEM 152.707031 1732261131.4114
MEM 152.707031 1732261131.5117
MEM 152.707031 1732261131.6120
MEM 152.707031 1732261131.7123
MEM 152.707031 1732261131.8126
MEM 152.707031 1732261131.9129
MEM 154.078125 1732261132.0133
MEM 154.953125 1732261132.1136
MEM 154.953125 1732261132.2139
MEM 154.953125 1732261132.3142
MEM 154.953125 1732261132.4145
MEM 154.953125 1732261132.5148
MEM 154.953125 1732261132.6151
MEM 155.089844 1732261132.7154
MEM 156.085938 1732261132.8157
MEM 156.085938 1732261132.9160
MEM 156.085938 1732261133.0163
MEM 156.085938 1732261133.1167
MEM 156.085938 1732261133.2170
MEM 156.085938 1732261133.3173
MEM 156.109375 1732261133.4176
MEM 156.109375 1732261133.5179
MEM 156.109375 1732261133.6182
MEM 156.359375 1732261133.7185
MEM 156.359375 1732261133.8188
MEM 156.359375 1732261133.9191
MEM 156.617188 1732261134.0194
MEM 156.617188 1732261134.1197
MEM 156.617188 1732261134.2200
MEM 156.617188 1732261134.3204
MEM 156.617188 1732261134.4208
MEM 156.617188 1732261134.5211
MEM 156.617188 1732261134.6214
MEM 156.617188 1732261134.7217
MEM 156.617188 1732261134.8221
MEM 156.617188 1732261134.9224
MEM 156.617188 1732261135.0227
MEM 156.617188 1732261135.1230
MEM 156.617188 1732261135.2233
MEM 156.617188 1732261135.3236
MEM 156.867188 1732261135.4239
MEM 156.867188 1732261135.5242
MEM 157.890625 1732261135.6246
MEM 157.890625 1732261135.7249
MEM 157.890625 1732261135.8252
MEM 157.890625 1732261135.9255
MEM 157.890625 1732261136.0259
MEM 157.890625 1732261136.1262
MEM 157.890625 1732261136.2265
MEM 157.890625 1732261136.3268
MEM 157.890625 1732261136.4271
MEM 157.890625 1732261136.5274
MEM 157.890625 1732261136.6277
MEM 157.890625 1732261136.7280
MEM 157.890625 1732261136.8283
MEM 157.890625 1732261136.9286
MEM 157.890625 1732261137.0289
MEM 157.890625 1732261137.1292
MEM 157.890625 1732261137.2295
MEM 157.890625 1732261137.3299
MEM 157.890625 1732261137.4302
MEM 157.890625 1732261137.5305
MEM 157.890625 1732261137.6308
MEM 157.890625 1732261137.7311
MEM 157.890625 1732261137.8314
MEM 157.890625 1732261137.9317
MEM 157.890625 1732261138.0320
MEM 157.890625 1732261138.1323
MEM 157.890625 1732261138.2326
MEM 158.121094 1732261138.3330
MEM 158.121094 1732261138.4333
MEM 158.121094 1732261138.5336
MEM 158.121094 1732261138.6339
MEM 158.121094 1732261138.7343
MEM 158.121094 1732261138.8346
MEM 158.121094 1732261138.9349
MEM 158.121094 1732261139.0352
MEM 158.121094 1732261139.1355
MEM 158.121094 1732261139.2358
MEM 158.121094 1732261139.3361
MEM 158.121094 1732261139.4365
MEM 158.121094 1732261139.5368
MEM 158.121094 1732261139.6371
MEM 158.121094 1732261139.7375
MEM 158.121094 1732261139.8378
MEM 158.121094 1732261139.9382
MEM 158.121094 1732261140.0385
MEM 158.378906 1732261140.1388
MEM 158.378906 1732261140.2391
MEM 158.378906 1732261140.3394
MEM 158.378906 1732261140.4397
MEM 158.378906 1732261140.5400
MEM 158.378906 1732261140.6403
MEM 158.378906 1732261140.7406
MEM 158.378906 1732261140.8410
MEM 158.378906 1732261140.9413
MEM 158.378906 1732261141.0416
MEM 158.378906 1732261141.1419
MEM 158.378906 1732261141.2422
MEM 158.378906 1732261141.3425
MEM 158.378906 1732261141.4428
MEM 158.378906 1732261141.5431
MEM 158.378906 1732261141.6434
MEM 158.378906 1732261141.7437
MEM 158.378906 1732261141.8440
MEM 158.378906 1732261141.9443
MEM 158.378906 1732261142.0446
MEM 158.378906 1732261142.1450
MEM 158.378906 1732261142.2453
MEM 158.378906 1732261142.3456
MEM 158.378906 1732261142.4459
MEM 158.378906 1732261142.5462
MEM 158.378906 1732261142.6465
MEM 158.378906 1732261142.7468
MEM 158.378906 1732261142.8471
MEM 158.378906 1732261142.9474
MEM 158.378906 1732261143.0477
MEM 158.378906 1732261143.1480
MEM 158.378906 1732261143.2483
MEM 158.378906 1732261143.3486
MEM 158.632812 1732261143.4489
MEM 158.632812 1732261143.5492
MEM 158.632812 1732261143.6495
MEM 158.632812 1732261143.7498
MEM 158.632812 1732261143.8501
MEM 158.632812 1732261143.9505
MEM 158.632812 1732261144.0507
MEM 158.632812 1732261144.1510
MEM 158.632812 1732261144.2513
MEM 158.632812 1732261144.3516
MEM 158.632812 1732261144.4519
MEM 158.632812 1732261144.5522
MEM 158.632812 1732261144.6526
MEM 158.632812 1732261144.7530
